koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_model_snr,koi_teq
1,5.826657508,2.9183,1.5391e+03,4.09,5561,4.362,1.06,15.843,81.1,1013
1,12.41216347,3.739,6.1130e+02,2.58,5561,4.362,1.06,15.843,25.6,787
1,18.74649011,3.895,7.9680e+02,3.05,5561,4.362,1.06,15.843,26.7,686
1,20.86021229,5.1937,1.9105e+03,5.5,6035,4.22,1.257,15.237,117,781
1,42.63427848,6.1998,1.7193e+03,5.22,6035,4.22,1.257,15.237,78.7,615
1,87.6476068,8.871,1.0096e+03,4,6035,4.22,1.257,15.237,37.5,484
2,9.61731426,3.8692,2.3400e+02,1.94,6035,4.22,1.257,15.237,18.2,1010
1,9.467821474,2.4327,2.2370e+03,2.13,3582,4.807,0.458,15.073,124.7,407
1,0.893040969,1.0981,7.4170e+02,1.24,3582,4.807,0.458,15.073,87.8,893
1,4.942783419,3.25346,1.1145e+04,10.62,5514,4.459,0.978,13.758,2040.7,1008
1,20.83426731,4.0454,9.8840e+02,2.74,5537,4.549,0.88,15.412,45.1,595
1,9.94602357,3.3862,9.9450e+02,3.12,5344,4.365,1.013,15.596,51,807
1,1.04562195,1.8955,2.1300e+02,1.45,5344,4.365,1.013,15.596,25.3,1710
1,5.71462396,2.336,2.9780e+02,1.78,5344,4.365,1.013,15.596,16.7,971
0,102.9641952,15.735,1.8967e+03,39,5047,3.066,7.119,13.608,86.1,797
1,8.14515981,5.073,4.4680e+02,3.43,5896,4.197,1.24,14.925,32.2,1050
1,18.9985279,4.529,4.3070e+02,43.17,5896,4.197,1.24,14.925,16.9,792
1,4.24439049,3.282,1.7400e+02,2.07,5896,4.197,1.24,14.925,15.1,1305
2,90.1240507,11.649,3.0203e+03,7.12,6520,4.375,1.215,14.96,57.9,485
1,28.5742692,4.9427,8.2490e+02,2.32,5551,4.508,0.812,13.771,97.1,538
2,856.672115,23.144,8.5810e+02,3.87,6449,4.232,1.309,13.997,39.2,242
2,0.689210173,1.6169,1.9500e+02,1.32,5630,4.505,0.954,13.248,93.4,1943
1,7.34373964,1.1784,5.7440e+02,1.84,5757,4.597,0.762,14.657,32.2,839
0,0.445277068,3.539,1.8670e+02,35.74,6167,4.444,1.064,15.343,28.9,2562
0,0.379463865,0.86896,1.9733e+03,59.56,5075,3.892,1.783,13.787,458.6,3000
0,9.88047978,2.78458,1.8541e+04,23.6,6113,4.512,0.917,15.212,534.5,860
0,4.6484156,38.1939,1.2840e+02,5.06,6980,3.577,3.482,10.963,91.7,2259
0,17.51201477,1.8248,4.5117e+03,13.66,6224,4.33,1.132,12.336,322.3,804
2,3.9886021,1.7376,6.7350e+02,34.39,4813,2.472,13.652,6.974,37.1,3145
2,0.533059312,1.8621,1.4958e+03,133.56,8523,3.559,4.051,7.748,179.6,5862
0,0.525154153,2.1441,7.4750e+02,23.61,5582,4.497,0.846,15.058,116.1,2073
0,1.303861044,4.0541,5.9820e+02,27.85,5758,4.475,0.902,13.555,140.6,1610
0,0.73452496,6.7,,,,,,13.22,,
0,2.55549176,9.083,1.1380e+02,23.35,5948,4.508,0.901,14.554,24.3,1312
0,2.947376671,2.0911,4.3320e+02,403.59,8090,4.002,2.234,10.47,62.3,2404
1,224.7789355,11.1899,3.4875e+03,7.67,5873,4.293,1.235,13.492,235.7,333
0,0.890110752,0.8774,3.2150e+02,1.25,4768,4.628,0.711,15.723,19.6,1372
0,5.76573396,2.924,2.4800e+02,7.47,5772,3.364,4.434,14.313,22.2,1964
1,7.42608123,3.6379,4.4330e+02,2.47,6049,4.353,1.176,14.818,37.5,1037
1,15.9868932,4.158,1.7850e+02,1.62,6049,4.353,1.176,14.818,10.9,803
0,0.73094589,4.32,2.5020e+02,17.12,5901,4.553,0.848,15.401,37.5,1922
1,18.92537246,3.9835,6.4090e+02,13.92,4941,3.317,4.885,14.604,41,1171
0,0.933749106,4.256,1.8620e+02,3.22,6215,3.849,2.188,13.079,136.3,2863
0,2.037440623,3.442,1.1860e+02,1.19,6253,4.415,1.015,14.187,27,1572
2,129995.7784,9.408,1.4749e+03,2.99,4500,4.572,0.726,13.447,35.7,25
1,31.5925809,13.566,1.4510e+02,1.78,5676,4.1,1.487,13.29,25.5,688
1,17.157236,11.284,1.1040e+02,1.55,5676,4.1,1.487,13.29,23.6,844
1,1.97376085,1.82542,3.0222e+04,8.78,3807,4.762,0.503,15.715,1252.5,753
2,13.11896244,4.3045,3.7220e+02,8.25,7221,3.488,4.24,9.275,267.4,1768
0,4.618767792,5.9957,4.3991e+03,7.48,6013,4.381,1.033,13.652,270.1,1170
2,7.82187328,3.8417,4.2200e+01,2.78,7221,3.488,4.24,9.275,37.2,2101
2,53.5057611,10.5616,1.9560e+02,2.52,6247,4.016,1.762,9.582,71.2,675
1,2.785821236,3.5599,6.8900e+01,1.69,6202,4.026,1.733,8.224,53.6,1784
0,52.56901867,6.7507,2.6900e+04,78.54,7240,4.178,1.717,9.729,184.3,737
0,3.411758679,3.158,5.7060e+02,14.71,3995,4.71,0.561,15.258,35.6,684
0,0.525426427,1.0801,3.2460e+02,1.45,5791,4.575,0.802,14.797,63.6,2069
1,1.269091415,1.4647,3.4090e+02,1.41,5041,4.576,0.766,13.999,73.5,1331
1,2.853133997,1.465,2.7710e+02,1.36,5041,4.576,0.766,13.999,39.7,1016
1,6.79685353,3.1702,3.9310e+02,2.01,6061,4.486,0.97,15.391,29.8,985
0,8.667822346,4.9658,2.1219e+03,67.37,6266,3.923,1.889,13.03,187.6,1303
1,1.475323222,2.3155,1.5490e+02,5.88,4941,3.317,4.885,14.604,27.2,2740
1,4.15246118,2.5755,2.2340e+02,7.62,4941,3.317,4.885,14.604,24.5,1941
0,6.7210783,7.46,,,,,,14.792,,
1,8.7348852,4.49,2.7070e+02,1.59,5982,4.493,0.96,14.794,24.8,890
0,10.26547688,3.733,3.9960e+02,1.81,5699,4.553,0.853,15.212,20.1,770
2,13.4471791,3.0454,1.4282e+03,5.24,6276,4.405,1.041,14,105.3,848
0,3.305577989,2.5903,1.7971e+04,25.89,5534,4.629,0.707,15.537,39.6,1027
0,4.800653901,9.0419,1.5304e+04,16.91,6715,4.347,1.241,13.32,298,1347
0,15.06649901,5.9885,3.6348e+04,56.44,5751,4.028,1.626,13.855,154.6,932
0,34.82008158,11.1711,1.8848e+04,11.36,5114,4.522,0.784,15.187,882.6,459
0,0.651784374,2.0141,2.7793e+03,33.65,5555,4.375,1.061,14.997,195.2,2090
0,1.353771892,7.012,1.3491e+03,430.99,4283,2.012,15.76,10.523,76.7,4903
0,18.95491633,24.249,8.6750e+02,71.39,6362,3.761,2.534,10.988,249.3,1139
0,4.348866254,3.2797,6.2560e+02,2436.69,3598,0.65,101.451,10.68,56.3,6421
0,47.93094546,2.6897,2.1444e+03,68.02,8214,4.104,1.938,10.376,221.1,905
0,3.99751422,3.686,3.2800e+01,2.98,5066,3.122,5.324,10.733,6.1,2203
0,1.592633181,5.5605,6.3310e+02,1.56,4506,4.626,0.651,15.47,66.9,1053
1,67.5923754,12.249,4.1581e+03,12.1,6038,4.082,1.744,13.675,60.9,588
1,17.02902786,4.645,5.6890e+02,2.54,5839,4.327,1.067,15.381,29.8,755
1,6.84619236,3.529,2.4680e+02,1.67,5839,4.327,1.067,15.381,17.7,1022
1,67.8321638,7.358,5.0780e+02,2.39,5839,4.327,1.067,15.381,15.5,476
1,43.1312147,3.198,4.4780e+02,2.39,5839,4.327,1.067,15.381,11.8,554
1,1.224866441,1.7086,1.9600e+02,1.54,5553,4.32,1.107,15.376,21.1,1741
1,37.8102649,8.733,5.7030e+02,2.33,6085,4.451,0.973,14.633,35.2,566
1,25.93406406,4.6142,4.1450e+02,2.48,5952,4.287,1.225,13.703,42.2,695
1,83.4463485,6.536,5.0300e+02,2.73,5952,4.287,1.225,13.703,36.1,471
0,7.04710032,2.926,4.0090e+02,25.2,5766,4.363,1.068,14.928,24,986
1,12.99204853,6.0175,2.7060e+02,2.03,5765,4.236,1.242,13.974,38.7,866
0,11.11620211,4.211,4.8439e+03,8.96,6122,4.471,0.996,15.38,115.3,853
0,1.922861499,3.5734,1.9162e+03,5.09,5778,4.531,0.911,14.942,103.4,1392
0,0.635445336,1.8592,2.5474e+03,19,3920,4.7,0.55,15.432,182.2,1177
0,1.665784138,1.8946,2.0062e+03,97.27,6261,3.686,2.789,11.84,148,2636
0,55.6639167,23.546,3.4144e+03,34.14,5587,4.528,0.853,15.593,103.4,434
1,52.09081627,8.6388,2.8941e+03,7.14,6198,4.237,1.324,13.914,243.5,592
0,7.1548608,7.694,7.8040e+02,7.41,7443,4.166,1.739,12.616,24.2,1482
1,4.28746668,1.5693,7.9010e+02,2.29,5296,4.576,0.815,11.631,19.4,942
0,2.002779769,2.231,2.6050e+02,1.42,5346,4.44,0.892,14.606,22.2,1311
1,8.18739443,3.0472,5.1760e+02,1.92,5251,4.494,0.849,14.138,38.4,782
1,76.0498163,7.158,4.4590e+02,1.75,5251,4.494,0.849,14.138,17.4,372
1,3.341799486,2.9254,1.7820e+02,1.67,5873,4.293,1.235,13.492,48.8,1356
0,3.3226948,3.568,7.8700e+01,15.33,5234,2.41,16.959,11.899,8.6,3859
0,36.97708808,4.737,1.2699e+03,38.6,5589,4.193,1.239,13.698,59.2,602
0,1.851409163,10.232,2.3250e+02,20.42,7117,4.176,1.469,13.473,54.4,2154
0,1.303859704,2.8239,3.6700e+01,0.98,6802,4.103,1.521,11.558,34.7,2393
0,145.5624926,5.4126,2.9316e+03,40.15,6148,4.346,1.095,13.884,58.1,387
1,3.749105745,1.9826,1.8260e+02,1.68,5751,4.447,0.983,13.333,38,1160
1,11.08956602,6.2877,1.4810e+02,3.51,6353,3.698,2.867,12.808,38.9,1422
2,7.37290344,2.172,2.0520e+02,2.67,5973,4.371,1.07,13.835,19.1,1004
0,7.24476126,2.3145,5.8000e+01,0.65,5370,4.494,0.874,11.157,27.2,837
2,119.0624882,3.1188,5.3723e+03,10.4,5697,4.392,0.92,15.289,71.6,366
1,8.70798309,2.4904,1.4196e+03,2.01,4362,4.722,0.554,15.842,28.1,543
2,14.8623076,3.161,8.4000e+02,1.57,4362,4.722,0.554,15.842,14.4,454
1,4.17634276,2.335,5.3150e+02,1.23,4362,4.722,0.554,15.842,14.9,694
1,27.40229859,6.8491,7.4750e+02,3.63,6198,4.237,1.324,13.914,79.3,734
1,3.179267286,1.0246,2.0090e+02,1.21,5511,4.554,0.857,12.55,41,1101
1,10.38122447,2.715,8.0150e+02,2.18,5095,4.566,0.78,13.562,41.9,672
1,24.5709023,3.587,7.6420e+02,2.82,5095,4.566,0.78,13.562,26.3,505
0,81.221876,4.1135,9.8830e+03,16.59,5619,4.536,0.874,15.488,63,385
0,0.817026268,2.0799,1.1455e+03,2.92,5619,4.536,0.874,15.488,121.1,1784
1,3.024092505,2.8021,7.7650e+03,12.14,6063,4.261,1.358,13.958,1225.3,1489
0,5.670155713,0.9361,5.3670e+02,5.85,3337,5.126,0.183,13.783,37.3,341
1,1.022678654,1.3712,1.2920e+02,1.14,5366,4.363,1.02,14.803,21.6,1734
1,12.10968709,6.3461,2.8470e+02,2.98,6021,4.093,1.458,14.348,33.4,1005
1,4.75796103,4.66,1.2450e+02,1.7,6021,4.093,1.458,14.348,20.9,1372
1,20.4972755,8.536,2.4290e+02,2.96,6021,4.093,1.458,14.348,22.8,843
0,13.55480534,2.288,4.8300e+01,0.62,5370,4.494,0.874,11.157,16.5,679
0,29.74454668,23.2842,6.6894e+04,20.06,4889,4.569,0.788,11.753,765,455
0,14.15402428,4.47001,6.1625e+04,53.25,5850,4.404,1.037,12.932,930.3,777
0,0.844786082,3.5289,2.4685e+03,35.27,5705,4.452,0.915,15.363,245.6,1864
0,0.848483947,1.4451,1.9074e+03,32.11,5941,4.504,0.936,15.323,185,1908
0,11.99097576,5.7401,2.1243e+03,37.47,6110,4.352,1.072,14.977,102.8,880
1,53.5292702,5.668,1.0861e+03,2.28,4736,4.624,0.708,14.887,34.5,348
0,0.393726813,2.95,5.6460e+02,24.17,6277,4.449,1.031,15.025,64.8,2705
1,2.757584622,0.9267,5.6310e+02,1.01,3683,4.84,0.424,15.597,19.6,615
1,0.928310036,1.1899,3.7620e+02,1.16,4109,4.672,0.602,15.854,22.6,1115
1,13.48457668,5.0197,6.5350e+02,3.39,6198,4.237,1.324,13.914,80.8,929
1,31.8841473,6.122,9.1000e+02,3.7,5779,4.477,0.974,15.368,25.3,563
2,16.15811112,6.049,2.3198e+03,86.13,5619,4.536,0.874,15.488,52.8,660
0,67.69213907,51.349,2.5457e+04,175.98,5355,2.754,10.703,10.7,1328.2,1173
1,12.06222962,2.0584,3.0020e+02,1.62,5547,4.451,0.933,13.581,32.4,750
1,9.93146307,5.678,3.9860e+02,2.41,5782,4.28,1.22,15.214,26.2,931
1,21.85362905,3.439,3.5560e+02,1.75,5830,4.54,0.876,14.246,23,618
1,8.19345065,5.234,1.1540e+02,1.74,6021,4.093,1.458,14.348,15.7,1144
0,19.97867,10.168,9.4430e+02,6.85,9651,4.229,1.895,13.849,86.2,1351
1,41.8059544,6.057,4.3440e+02,2.02,5907,4.445,0.973,14.502,28.3,533
0,15.45158184,2.406,8.5300e+01,2.02,7839,4.08,2.069,11.798,21,1285
0,89.69816853,5.5418,2.7311e+05,102.08,6214,4.021,1.583,13.624,3420.3,554
0,1.187352427,4.999,2.0703e+04,67.35,6424,4.186,1.489,13.623,717.4,2251
0,3.012476582,3.1424,1.1385e+03,65.25,8601,4.137,2.031,12.403,253.4,2371
1,4.77800306,2.7361,4.7300e+02,1.85,5192,4.489,0.873,13.04,115.4,932
0,7.814839231,3.0122,2.0103e+03,5.33,5887,4.499,0.931,15.452,100,903
0,29.7452499,22.695,7.7890e+02,3.6,5334,4.372,1.004,15.259,55.9,557
1,5.32667299,3.4045,6.1140e+02,2.26,5831,4.517,0.921,15.808,34.1,1007
0,0.741057213,1.05299,1.9963e+03,26.67,5496,4.592,0.776,14.489,251.9,1730
0,2.988085455,3.68,8.0280e+02,21.81,5497,4.577,0.809,15.381,48.2,1101
0,2.783883492,2.4546,9.0390e+02,67.17,6028,3.835,2.147,14.216,86.1,1934
0,0.393727296,3.02,9.0350e+02,23.05,5628,4.575,0.808,15.856,82.4,2216
1,8.17242644,3.902,8.6430e+02,3.29,5705,4.499,0.905,15.24,37,858
2,1295.362215,28.297,8.7080e+03,57.82,5609,4.346,1.048,14.215,164,169
1,13.0607936,3.215,2.3660e+02,1.45,5830,4.54,0.876,14.246,19.4,734
2,4.2989201,2.747,2.3760e+02,2.12,5300,4.385,0.986,14.613,20,1046
0,25.9518461,14.581,1.0585e+03,22.32,5372,4.584,0.796,14.576,65.8,521
0,25.9518536,14.755,2.0179e+03,24.6,5198,4.604,0.742,15.342,79.4,494
0,5.68628739,17.573,5.5597e+03,4.5,6052,4.442,0.956,14.378,414.4,1059
0,15.66388695,2.4775,5.1444e+03,27.36,5996,3.901,2.221,13.439,175.9,1060
0,4.020628573,4.4085,2.0901e+04,16.94,6210,4.45,1.033,15.472,282.6,1232
2,5.714817603,3.14126,1.2295e+04,9.29,5695,4.526,0.842,15.623,537.7,943
0,185.0228822,4.87326,4.3547e+04,49.82,6025,4.237,1.367,14.685,938.2,379
0,2.897432135,3.1793,1.2237e+03,14.35,5970,3.619,2.994,15.036,73.9,2170
1,8.70420525,2.9385,1.0749e+03,2.86,5074,4.474,0.863,15.07,74,748
1,8.1280933,3.727,2.2410e+02,1.39,5831,4.517,0.921,15.808,10.7,875
2,2.83668931,3.031,1.6610e+02,1.19,5831,4.517,0.921,15.808,12.1,1242
1,0.974868896,1.6191,1.9760e+02,1.16,5487,4.563,0.832,13.507,82.6,1612
1,4.89721006,1.812,2.7440e+02,1.48,5093,4.483,0.847,15.456,16.9,904
0,2.757794163,2.7644,3.9043e+04,20.05,5747,4.514,0.891,15.235,349.2,1231
0,1.914158508,3.2917,7.8292e+03,13.63,6289,4.407,1.118,14.446,124.6,1646
0,3.98216698,2.396,3.8130e+02,3.32,5570,4.066,1.548,15.035,27.1,1374
0,0.643794198,1.5662,4.5670e+02,19.51,5958,4.561,0.83,15.103,53.7,2011
1,16.08832318,5.731,5.9780e+02,3.42,6157,4.224,1.33,15.319,31.3,875
1,10.30067919,4.885,2.7180e+02,2.2,6157,4.224,1.33,15.319,16.4,1015
1,35.6757453,7.381,4.7120e+02,3.02,6157,4.224,1.33,15.319,18.5,671
2,1.00861677,0.91,,,,,,15.319,,
0,161.7883271,5.31,8.7750e+04,36.14,6018,4.327,1.212,15.661,704.5,375
1,16.56806842,4.2647,1.3314e+03,2.54,4987,4.602,0.716,15.391,41.9,548
1,47.3329299,2.708,9.3150e+02,2.18,4987,4.602,0.716,15.391,14,386
0,0.856895349,1.3078,8.2200e+01,0.82,6021,4.537,0.873,13.098,33.1,1881
1,40.8065333,13.135,3.1390e+02,3.71,6207,3.963,2.097,13.038,54.8,772
1,2.46697039,1.6345,3.0870e+02,1.56,5074,4.474,0.863,15.07,29.5,1139
2,2.624234833,1.3874,2.6070e+03,5.11,5340,4.514,0.899,13.687,361.1,1164
1,6.61836309,3.6813,5.4910e+02,2.98,5529,4.19,1.294,15.59,31.5,1066
1,107.7214092,8.042,1.3962e+03,4.75,5529,4.19,1.294,15.59,30.5,421
2,92.77779,6.64,3.5900e+02,1.92,5888,4.444,1.019,15.59,5.2,410
0,5.251916208,4.9095,1.0624e+04,37.15,5542,4.52,0.872,15.756,146.3,952
1,9.673958488,3.2641,9.5270e+02,2.63,5192,4.489,0.873,13.04,178,736
0,100.3039228,8.702,5.4500e+03,29.55,5055,4.566,0.772,15.783,63.2,313
0,200.6110335,7.13,,,,,,15.783,,
0,0.986620248,3.9722,1.3458e+03,43.98,6243,4.176,1.385,15.022,117.7,2308
0,1.63484631,6.11,,,,,,12.647,,
1,14.12847677,3.685,6.2870e+02,2.73,5779,4.477,0.974,15.368,23,739
1,48.6478543,5.464,6.4180e+02,4.14,5779,4.477,0.974,15.368,12.2,489
1,8.39842977,6.344,3.4010e+02,2,6309,4.441,1.044,15.291,28,984
1,8.63847391,5.4566,3.9590e+02,5.99,5684,3.657,3.046,14.507,38.6,1419
2,422.917678,31.274,1.3677e+03,5.89,5796,4.12,1.444,13.642,61.7,292
1,140.10765,18.503,2.6680e+02,3.42,6207,3.963,2.097,13.038,29,511
1,3.4815917,1.8069,1.3520e+02,1.17,5405,4.374,1.022,13.615,23.4,1156
0,8.360616221,7.5385,2.8066e+04,40.35,5463,3.79,2.445,16.209,425.6,1263
0,1.838514968,2.7391,2.7217e+03,4.86,5751,4.508,0.94,15.373,63.7,1426
1,35.61760233,8.4559,4.6349e+03,5.17,5123,4.523,0.779,15.703,155,456
0,1.09206833,1.8596,2.1920e+02,1.29,5639,4.551,0.859,14.495,45.5,1611
1,10.12805158,3.517,4.7740e+02,1.95,5676,4.548,0.82,14.743,38,767
0,1.613001111,2.394,1.0410e+02,1.25,5580,4.223,1.205,13.945,19.3,1680
1,3.770551475,3.8077,1.2440e+04,12.05,6322,4.426,1.075,15.439,100.8,1302
0,1.343767797,1.9405,4.7026e+03,18.66,6324,3.8,2.312,13.056,269.8,2654
0,29.12436474,3.4209,6.4960e+03,15.25,4457,4.767,0.481,15.187,63.4,356
0,31.82814583,2.917,4.4568e+03,35.8,5908,4.507,0.92,15.582,78.7,564
0,3.629442796,5.63,4.2660e+02,3.28,6506,4.336,1.217,13.055,76.4,1434
0,0.553261874,0.8875,1.0381e+03,97.36,5679,3.565,3.142,13.501,202.2,3689
1,5.72812616,2.0295,6.4340e+02,1.38,3968,4.714,0.548,15.95,20.8,569
1,3.75574267,2.2911,4.1740e+02,1.58,5311,4.588,0.788,15.764,27.9,977
0,7.44042933,2.991,5.4730e+02,2.74,5815,4.54,0.877,15.24,34,883
1,6.581477136,3.0896,2.3189e+03,4.56,5188,4.4,0.973,15.471,116.2,881
1,24.66919273,7.03515,7.3823e+03,77.76,5313,2.936,9.327,13.224,603,1485
1,2.382652873,1.8888,7.0540e+02,2.74,5188,4.4,0.973,15.471,45.5,1237
1,24.66461416,2.8579,2.3988e+03,5.34,5188,4.4,0.973,15.471,56.7,567
1,11.51517167,2.006,1.3574e+03,2.9,5177,4.59,0.798,15.386,53.2,657
1,7.641567589,3.41018,2.2697e+03,4.91,5356,4.338,1.055,13.549,437.5,899
0,30.6113932,3.576,3.4720e+03,19.68,3900,4.727,0.534,15.97,37.5,317
1,7.40742502,3.675,4.4200e+02,2.01,5922,4.474,0.961,15.242,23.1,938
0,569.934135,4.1904,1.8904e+04,38.98,5367,3.783,2.057,14.645,66.7,296
0,5.09246539,3.659,2.5400e+02,1.17,5037,4.547,0.751,15.162,17.1,844
0,110.6157662,5,,,,,,13.62,,
0,1.103971357,0.926,3.1790e+02,1.37,5409,4.609,0.746,15.732,21.7,1471
1,10.91610834,3.6496,1.4790e+03,3.93,5575,4.521,0.932,13.113,302.2,758
1,3.353732008,1.4598,1.2647e+03,1.65,3789,4.781,0.46,15.438,47.8,615
1,6.877446033,1.3692,1.6323e+03,2.05,3789,4.781,0.46,15.438,39.6,484
1,28.46464804,2.6657,1.6298e+03,1.87,3789,4.781,0.46,15.438,28.9,301
0,0.293630085,2.3857,2.0177e+03,26.35,5665,4.554,0.843,15.822,170,2503
1,42.89645024,5.6897,5.5530e+02,2,5192,4.489,0.873,13.04,66.8,448
0,2.44199803,2.759,2.5170e+02,1.44,5970,4.564,0.796,15.282,27.2,1282
2,30.5872153,5.3698,4.6480e+02,2.32,5944,4.38,1.082,14.143,33.1,621
1,7.09712124,2.1059,3.6950e+02,0.74,3569,4.861,0.389,15.649,18.3,425
0,2.6827683,2.957,7.9800e+01,1.19,6180,4.262,1.223,13.475,26.7,1551
1,3.601465336,2.2753,7.7770e+02,2.31,5052,4.48,0.855,15.733,50.7,996
0,3.108251172,2.5048,1.8677e+03,4.43,5330,4.495,0.847,15.361,156.5,1096
1,25.8474958,5.985,5.3740e+02,2.4,6297,4.448,1.031,15.083,27.3,672
1,40.715561,6.894,6.8090e+02,2.7,6297,4.448,1.031,15.083,28.9,578
0,20.42720701,3.447,1.2730e+03,4.42,6014,4.494,0.958,15.163,36.7,674
0,6.198273591,7.53837,4.7303e+04,19.81,6038,4.524,0.898,15.67,2561.1,985
0,1.023471798,2.3499,8.6140e+02,3.78,5741,4.491,0.893,15.381,63,1727
0,0.51872711,1.252,7.1410e+02,19.07,5572,4.597,0.762,15.348,93.3,1965
1,17.31711739,3.1518,1.4730e+03,2.04,4719,4.753,0.502,15.759,35.9,454
1,9.42889884,4.4481,5.6540e+02,4.39,5897,3.98,1.86,14.5,50.4,1163
0,1.096583368,2.1188,3.0850e+02,1.35,5222,4.528,0.763,14.867,44.3,1474
2,9.95639775,5.615,5.1050e+02,28.15,6161,4.454,1.053,15.22,32.9,905
1,6.50327035,2.591,4.1830e+02,1.67,4999,4.49,0.843,15.692,19,804
1,4.09667624,2.19,3.0230e+02,1.42,4999,4.49,0.843,15.692,16.2,938
1,1.196548464,1.2592,2.2460e+02,1.25,4999,4.49,0.843,15.692,16.5,1414
1,11.47609015,5.046,1.8230e+02,2.07,6071,4.202,1.41,13.908,27.7,984
1,25.2630467,6.22,1.2550e+02,1.71,6071,4.202,1.41,13.908,14.3,756
0,7.1688266,1.29,,,,,,15.602,,
1,0.677374687,1.8361,7.6700e+01,0.9,5718,4.395,1.037,13.326,38.7,2099
1,10.43547031,3.4167,2.1020e+02,1.22,5528,4.499,0.853,13.404,36.7,759
1,7.41084314,3.245,1.2410e+02,0.94,5528,4.499,0.853,13.404,25.6,850
1,28.59914031,3.6567,1.5851e+03,1.83,3755,4.781,0.461,15.19,53.8,298
1,24.58716355,3.984,9.0750e+02,2.37,5474,4.605,0.749,15.598,35.6,530
0,34.19360031,5.41382,1.3715e+04,21.95,6129,3.991,1.786,13.325,1405.6,778
1,12.53248222,4.0168,1.1459e+03,3.24,5997,4.522,0.904,15.485,66.7,775
2,31.20169247,2.15663,3.4514e+04,8.31,3748,4.796,0.449,15.798,607.4,286
1,13.19720694,3.4872,2.1414e+03,4.18,4954,4.462,0.885,15.223,116.2,642
1,14.85890852,3.5252,3.2690e+03,5.94,5356,4.338,1.055,13.549,456.8,720
1,4.08897299,3.585,1.5790e+02,2.36,5897,3.98,1.86,14.5,19,1537
0,2.866680334,1.1264,7.1240e+02,2.93,5238,4.598,0.764,15.028,43,1045
1,17.44486016,4.445,8.2690e+02,3.24,5568,4.413,0.966,15.007,46,679
0,8.30697421,2.76,1.5870e+02,37.99,5300,3.69,2.124,13.838,17.4,1246
0,2.49705175,3.79,,,,,,10.266,,
1,7.33685101,3.548,3.2580e+02,1.52,5795,4.554,0.848,15.302,21.6,875
0,22.65117451,3.6895,2.2500e+03,7.62,6968,4.31,1.333,13.682,170.1,855
0,1.204274435,1.3362,1.8580e+02,1.19,5668,4.552,0.849,14.415,34.7,1564
1,7.71790675,1.84,3.0680e+02,0.9,3975,4.753,0.509,15.233,12.6,502
1,27.6652847,6.633,4.6920e+02,2.21,6036,4.396,1.017,14.609,36.1,641
0,0.948950734,4.0245,2.1330e+03,36.87,6307,4.391,1.133,14.909,238.6,2103
1,14.55730897,7.7643,9.5690e+02,4.32,5774,4.159,1.412,13.397,200,879
0,4.722254104,3.451,8.2670e+04,14.45,3801,4.776,0.488,13.987,314.1,557
0,0.635069939,2.07171,3.3117e+04,57.77,6340,4.434,1.058,14.539,578.6,2351
2,6.810823723,7.98574,1.4447e+04,26.06,7226,3.967,2.079,12.628,1441.9,1626
0,0.933746515,6.6522,2.9366e+03,25.54,5252,4.596,0.716,14.658,549.5,1508
0,1.872421727,1.5261,3.0189e+03,5.65,5337,4.486,0.825,15.29,179,1298
1,33.6528474,3.9616,1.1408e+03,3.05,4954,4.462,0.885,15.223,41.9,470
1,5.90127815,2.1979,1.5252e+03,1.94,3731,4.75,0.498,15.801,56.6,514
1,8.75209691,2.3742,1.3676e+03,1.83,3731,4.75,0.498,15.801,44.8,451
1,22.78078241,3.3002,1.9251e+03,2.17,3731,4.75,0.498,15.801,46.4,328
1,2.896005211,1.6776,6.1410e+02,1.23,3731,4.75,0.498,15.801,28.6,652
1,0.742957911,0.6688,8.4330e+02,1.47,3731,4.75,0.498,15.801,45.3,1026
0,54.35635067,6.4345,1.0510e+04,38.81,6161,4.281,1.255,12.899,628.1,566
0,0.54624855,2.0543,6.3970e+02,18.93,5414,4.625,0.714,15.996,42.9,1837
1,18.82744023,4.664,1.0062e+03,2.7,5687,4.538,0.86,15.762,29.5,632
0,8.4120069,3.923,8.1960e+02,1.71,4502,4.668,0.621,15.156,39.7,590
1,5.747711909,1.8923,8.2010e+02,1.86,4252,4.64,0.632,14.496,51.7,641
1,3.504691252,1.9811,3.1510e+02,2.03,5356,4.338,1.055,13.549,67.5,1165
0,0.995861402,1.1507,4.9938e+03,26.93,5286,4.604,0.706,15.577,272,1477
1,86.67856052,10.1289,8.2441e+03,9.83,5822,4.351,1.081,14.696,318.3,434
1,12.21828097,2.6969,1.8434e+03,5.1,5822,4.351,1.081,14.696,90.1,835
0,8.387210055,1.6477,4.9520e+03,72.52,6089,4.044,1.795,14.01,180.6,1211
0,15.2384539,19.292,7.0190e+03,9.84,6384,4.419,1.086,15.148,56,829
0,0.413334492,2.3808,2.0251e+03,31.52,5973,4.465,1.016,14.784,236.9,2509
0,0.93374614,6.551,1.7175e+03,149.71,5438,3.424,4.319,13.964,365.7,3303
0,6.47179275,6.788,4.0250e+02,2.08,6341,4.446,1.033,15.403,30.7,1075
1,64.617518,5.796,2.4866e+03,5.4,5043,4.47,0.881,15.332,61.9,383
