tfopwg_disp,pl_orbper,pl_trandurh,pl_trandep,pl_rade,st_tmag,st_teff,st_logg,st_rad,pl_eqt
1,8.157721,3.788,10273,9.31888,10.1495,5091.2,4.47,0.9,860
1,4.2529641,2.5733867,758.584999,2.3483383,10.9897,5591,4.38111,0.848906,994.5309519
2,9.2378703,2.535,660,2.22995,10.9897,5591,4.38111,0.85,757
1,3.7955178,2.0198135,52278.9941,10.3261619,14.1266,3424,4.438,0.445372,525.9431131
0,14.3034613,3.135,48840,18.4949,11.463,5056.6,4.53,0.83,551
1,6.1349783,5.661,3860,13.1383,7.4556,5828.7,3.84,2.05,1509
1,3.3159772,1.494,2770,4.5947,11.0244,4972.7,4.54,0.81,923
1,4.6313014,1.435,4860,9.34848,10.418,5736,4.39,1.07,1078
2,19.3203478,4.215,13910,9.38964,11.8994,4968.1,4.5,0.8,534
0,11.3246821,5.9704136,1937.582972,4.2917226,10.5954,5518,4.59176,0.824734,707.3693882
0,6.261169,2.0369188,4005.022808,1.3468319,12.5405,3145,5.04431,0.211257,414.5815396
0,,4.6,1405.967507,3.2287724,9.76775,5544,4.5609,0.857648,661.2039892
2,14.8559691,3.711,1127,2.72638,9.76775,5544,4.5609,0.86,788
1,14.4751062,1.6182484,9618.579853,8.6976173,11.7819,3841,4.69364,0.55035,407.866275
1,9.6141636,3.4271882,933.6532689,3.2264735,9.99454,5477,4.5707,0.840608,749.8978043
1,4.9404714,1.954,455,2.3216,7.9849,6086,4.26269,1.13,1178
2,9.6926392,3.0182304,1838.237055,3.289074,10.6355,4665,4.56182,0.746003,626.5734732
2,6.390888,3.766,435,2.47201,9.6635,6191,4.27017,1.32,1227
1,0.9689927,2.5496309,13532.97102,17.1331258,11.4373,6430,4.25113,1.41398,2332.225901
1,10.338505,4.242,18162,11.8729,9.7525,5336.96,4.55466,0.84,903
0,1.283251,2.012261,1961.318203,2.558112,12.5313,3855,4.68499,0.560391,923.6720985
0,1.2284388,1.9190118,1229.496513,1.866263,10.9313,3526,4.71105,0.53023,841.1003116
2,0.6166953,0.712,1089,10.4852,10.1653,6588,4.1855,1.57,2958
2,9.6001126,4.9882857,380.4193796,2.4070295,8.593,5891,4.30161,1.2103699,950.8147029
1,2.6998294,2.208,2798,4.94551,9.93119,6180,4.57956,0.92,1639
0,0.581322,1.3261177,3206.601002,2.2014886,12.9984,3446,4.83941,0.38621,952.4881815
1,0.980972,0.5405036,6178.392421,5.9162923,9.9005,4486,4.49914,0.764401,1320.951709
1,5.3987355,3.127,352,2.25345,9.50898,5875.23,4.26474,1.26,1192
2,7.16199,7.668,800,5.05452,10.8722,6229,4,1.81,1649
0,1.4412175,1.666,12927,17.0442,9.84566,5672.9,4.13,1.46,1626
2,1.6849938,0.916,990,3.76716,10.8605,5923,4.38,1.11,1198
1,3.9152737,2.562,3350,9.43435,10.9458,5714,4.05,1.58,1170
1,3.1968838,3.7533697,7958.980656,14.9685779,10.7973,6470,4.15,1.59715,1671.124929
1,3.9443668,4.8652146,6732.488454,14.5727196,10.8041,5494,3.93,1.75475,1461.620826
0,3.93034,3.667,9724.58,14.8838,10.9873,6292,,1.37,
1,4.5371361,4.042155,4199.755875,9.8153513,10.9585,5731,4.1,1.48668,1326.626483
0,5.929405,3.719,16410,,10.451,,,,
1,14.3392144,4.6064739,392.6346872,2.2963233,7.4371,6295.7,4.438,1.1374201,841.9410276
1,2.8716983,4.668,8568,18.1267,9.823,6840,4.05,1.91,2281
1,6.0964074,2.3632965,1142.489175,2.5856853,10.5216,4820.4,4.6,0.731699,737.3642914
2,,8.0555709,2143.371227,4.258255,10.5216,4820.4,4.6,0.731699,177.5215972
2,5.6666168,3.604,9780,14.8589,10.6724,6530,4.23,1.47,1277
0,1.56029,2.751,1690,18.4825,9.87278,6897,3.89,2.29,3900
0,8.8735214,4.059,1949,6.0401,9.76577,5992,4.34,1.18,1591
0,7.8513774,6.699,21571,,10.3018,,,,
0,7.6869063,4.652,4500,23.7824,10.0194,5147.3,,3.07,1409
2,2.534612,1.978,5185.281516,,10.7967,5009.6,,,1193
0,1.3797091,2.352,1320,22.2329,10.6168,5924,3.68,2.67,3626
0,1.49861,2.871,2188.61,,10.6229,8590,4.12,,4828
2,6.2407826,1.513,6114,16.0959,9.8567,4174,4.34197,0.9,708
0,2.6796,2.771,7590,11.8862,10.5742,5938,4.23,1.32,1492
2,6.1406417,2.3525428,9437.183155,26.5174686,10.5819,8298,4.19,1.87493,1714.087545
0,11.0765063,4.692,4400,12.8076,10.1098,6460,4,1.86,1033
0,0.6193401,1.514,1853,8.84136,9.6996,7812.5,,1.79,
0,2.6400663,3.368,1328,18.2671,9.90482,5155,,2.72,2611
0,2.5778717,3.472,1010,18.687,9.14819,8321,3.75,3.16,4400
0,3.80509,3.347,1280,8.57193,10.3332,6555.5,3.83,2.35,1644
0,2.99041,3.952,1290,24.2511,10.2918,8542,3.66,3.56,4252
2,4.9865029,2.441,1341,,10.151,,,,
0,0.890967,1.784,1100,2.89678,9.3213,5159.2,4.5,0.87,2099
1,2.1096805,2.1344043,1309.729713,3.6396725,10.8061,5673,4.55383,0.940806,1284.923458
2,3.9729429,3.653,4558,,10.334,,,,
0,1.19888,1.558,1169.03,20.5525,10.0849,7315,,5.46,2172
2,3.37644,1.437,5791.2,,10.0819,8639.7,3.96,,1589
0,2.03905,2.26,430,6.42307,8.26618,9003,3.94,2.68,3550
0,2.9424142,4.073,1400,9.70968,10.1894,6854,4.1,1.79,3452
0,1.0793011,2.196,1562,3.31116,9.9809,4349.3,4.62,0.67,2612
0,8.0428575,9.504,18730,,8.6746,8286,,,2522
2,3.9392211,2.379,1468,27.6744,8.38189,8715,3.55,4.12,2902
0,4.0157492,2.706,1150,6.47219,10.3599,6585,3.94,2.07,1417
0,2.01976,3.394,3963.85,7.3626,10.2835,7274.6,4.18,1.72,2444
2,8.1995368,2.1168277,903.3694431,1.9226211,9.9762,4028,4.55902,0.650533,577.2199136
0,1.748054,2.122,670,,9.521,,,,
0,2.65646,2.475,773.369,12.1711,9.08409,6135.4,3.4,3.98,1545
0,2.65688,2.615,1959.88,,10.8823,,,,
1,4.7201912,4.416,6710,15.2105,9.03527,6696,4.08,1.8,1609
0,4.03349,2.684,1530,23.4514,9.5526,11348,,6.37,2400
0,3.3295394,2.77,2620,14.3988,10.4806,7965,3.98,2.35,1916
0,3.8615978,1.678,1020,13.8394,10.2115,7396,3.89,2.45,1933
1,3.3448312,3.322,13626,21.2012,9.8787,9364,4.32,1.76,2277
1,95.174,11.6316864,2600.061605,7.8498891,11.4881,5723.2,3.6,1.51811,254.6525048
1,8.8803281,2.71,1238,3.20594,8.2929,5555.7,4.49,0.92,777
1,28.580474,4.5139977,1081.396943,3.1455035,8.2929,5555.7,4.49,0.920435,545.0001759
1,38.3511223,5.9120193,1029.091726,3.2843583,8.2929,5555.7,4.49,0.920435,494.1094771
1,1.4015183,1.1583061,593.7540922,1.4616853,9.22978,3794,4.67812,0.597007,891.6389885
0,8.5874668,5.1458902,1904.813148,5.3744721,10.8037,5929,4.48275,0.987583,895.5943008
0,6.4474918,2.643,9270,48.9878,9.53591,6477.6,4.13,1.69,1443
0,1.4136455,1.448,2427,,10.4243,5869,,,2358
0,3.4040139,4.837,935,5.34279,10.0062,9622,4.39,1.65,4701
0,13.7432169,2.73,5046,25.7481,8.88797,5941.5,4.23,1.4,1015
2,8.47134,6.989,540,16.9325,10.8049,5146,,4.88,2137
1,5.5025577,3.1711008,844.7022676,2.7049797,10.7261,4965,4.56,0.784109,811.847988
1,1.7622537,0.8779711,733.5550822,2.5235818,10.7261,4965,4.56,0.784109,1186.606643
1,0.8474218,0.8758764,424.3932848,1.7536544,10.7157,5300,4.56,0.846387,1678.554981
1,4.8420438,2.4105648,318.6638392,1.6177405,10.7157,5300,4.56,0.846387,938.9141348
0,2.14056,2.029,355.8315803,1.83828,10.6666,4567,4.39,0.84,1174
2,12.71672,2.529,388.126,2.7546,9.34822,5711.1,4.24,1.27,673
1,4.1269046,4.405,10831,17.0952,9.2205,6888,4.23416,1.59,1715
2,5.5402372,7.713,2710,17.4013,10.3589,6415,3.49,3.39,1925
2,5.9294089,2.928,14536,,10.3267,,,,
2,5.2958813,2.882,5100,13.3622,10.4209,5958.7,,1.93,
0,4.4350025,2.252,2085,9.91393,10.1503,9706,4.29,1.87,2535
0,1.4287976,2.93,1768,9.00484,8.78822,9224,4.37,1.65,5621
2,2.1702725,2.1417853,5156.773536,15.2590586,8.65269,9218,4.27,1.8527499,2652.960208
2,24.2544697,17.486,8802,,8.9468,8381.3,,,1749
0,0.33759,1.351,529,2.96097,10.2193,7387,4.39,1.37,2725
0,1.67346,2.54,390,5.10182,8.63701,10445,4.09,2.45,3304
0,2.5152549,2.386,1870,13.4294,10.2732,5915,3.82,2.11,2311
1,0.4628844,0.5588219,4489.911922,1.3543237,11.9238,3043,5.09707,0.188624,723.3961549
0,0.70902,2.49,570,5.18865,10.0146,8999,4.05,2.36,4453
2,2.237462,2.991,4281,10.2256,10.2202,7050,4.19,1.66,2085
2,1.9173816,1.466,664,17.5081,9.7736,8129,,7.39,1849
0,9.6926509,2.819,1393,13.5133,10.3843,6012,3.39,3.51,1045
2,1.7753644,2.034,878,9.49405,9.2118,9598,3.81,3.23,2597
0,1.8286961,3.37,7283,21.4433,10.4849,6046.3,4.43,1.23,3235
0,14.8626982,3.3250502,8264.219392,26.5090911,8.48216,5705,3.97,1.73364,962.2429589
0,2.0881134,2.307,730,5.41738,9.24102,6255.8,4.11,1.7,2665
0,1.25562,2.304,290,2.95064,9.1384,5717,3.97,1.72,2024
0,7.6047417,5.23,1200,6.14418,10.4216,9139,4.29,1.8,1948
0,4.8173797,1.323,1800,1.71137,10.702,4651,4.56937,0.69,672
0,5.2651271,2.463,3450,11.2446,9.25068,8728,4.32,1.7,1993
2,5.0095595,3.353,8700,36.2553,9.948,6527,4.11,1.75,1883
0,6.1600888,1.67,1120,8.22262,10.3126,5772,4.07,1.55,964
1,3.8529998,3.225,8913,15.4014,9.995771,6893.4,4.22,1.57,1604
0,1.06884,2.512,470,10.3628,9.8261,9222,3.42,4.94,3736
0,5.4561177,3.1,1360,5.78741,10.4568,7465,4.31,1.51,1480
0,1.7380504,1.496,956,4.42263,10.2566,6026,4.16,1.45,1476
0,1.99143,4.136,16745.8,,10.1441,9458.2,,,5058
0,5.7785318,2.348,4990,42.6903,9.624,8224,3.81,2.92,1921
2,1132.024469,4.119,18121.2,30.6957,10.3842,5984,3.98,2.07,1283
2,6.1982658,1.912,3896,7.84585,9.5739,5722,4.35582,1.11,
0,1.41072,2.623,500,8.4993,9.32845,5197,,3.84,1863
2,6.5601782,4.058,2474,28.2675,10.379,9976,4.01,2.62,3318
0,0.44482,1.058,1610,10.8884,9.62426,7184,4.1,1.88,3038
0,1.532703,2.698,1250,10.8699,9.5621,6023.1,4.24,1.39,3568
0,0.7131492,2.428,450,4.89712,10.0009,5128.9,3.88,1.93,3234
0,4.52318,5.099,25109.1,,8.437,,,,
1,25.8386422,5.209,1806,4.31235,10.0618,5769,4.43,1.03,667
0,0.78381,1.443,426.099,3.89595,8.95861,7842,4.22,1.72,2743
1,4.4652986,2.502,14440,14.5331,9.76031,6051.2,4.35,1.18,1118
2,3.062624,1.767,580,,9.957501,5086.8,,,1053
1,11.0708575,2.1937617,1149.732803,2.3337648,9.3636,4356,4.53491,0.700727,554.9934842
0,2.6380089,3.55,1683,12.8098,10.3093,7495,3.88,2.5,3551
0,2.7260173,2.703,1165,4.98036,10.4602,5256,4.59,0.79,2317
0,2.86876,2.422,1030,8.48351,10.399,8342,3.9,2.65,1983
0,0.5590256,0.688,660,4.22851,10.1993,,,1.35,1866
0,2.958148,3.769,980,4.47387,9.44275,6294,4.13,1.58,2311
0,0.98736,1.464,370,3.41784,10.1277,6301.3,4.07,1.69,1987
0,3.99307,4.783,3892.81,6.35126,10.3217,4731.1,4.35,0.93,1667
0,8.6795072,3.628,10160,24.132,10.1799,6057,4.43,1.14,1366
2,6.5560604,2.703,861,13.1465,8.6291,8918,3.51,4.58,1588
0,1.3812787,2.4,1573,5.91488,10.2107,6483,4.28,1.38,3488
2,2.2813432,1.1601933,1126.661949,12.7387194,9.7828,6174,4.27404,2.35511,2221.998148
0,5.48923,3.29,910,11.8401,10.938,6004,4.06,1.62,1987
0,7.3845072,4.531,25160,23.6091,10.9828,6149.2,,1.43,
0,0.43889,0.947,650,6.69456,10.5896,7111,3.91,2.32,3049
0,2.3359622,6.0165684,3066.249275,18.3852989,10.7387,7577,4.05,2.0780001,2362.602031
2,6.8674054,3.488,779,2.4024,10.9425,6051.5,4.48,1.03,1157
2,14.431887,3.265,1687,3.73311,10.9425,6051.5,4.48,1.03,749
0,12.64001,6.893,9458.38,,8.4239,5195.1,,,1434
1,10.5739824,4.04,5460,9.43898,11.4266,6519,4.36,1.27,1007
1,9.9783319,4.2281711,179.2248456,2.0515332,7.7275,6073.5,4.1,1.47131,1062.303534
1,4.4247042,1.318,2447,8.3621,8.82374,6594,4.23,1.49,1293
1,2.2222094,2.461,87,1.39527,8.82374,6594,4.23,1.49,1864
2,4.7182888,4.046,3000,15.2763,8.3764,6112,,2.74,1516
1,1.0082361,1.41,228,1.7202,7.384,5795.29,4.438,1.13,1835
1,1.2168732,0.86,1240,3.43106,10.1917,4634.6,4.51,0.78,980
1,1.4520486,1.339,393,1.404,9.1043,4184,4.57376,0.69,1125
2,4.731977,0.361,3470,6.97384,11.0997,4223.45,4.61744,0.66,367
2,6.1182129,0.6671441,1805.189577,6.1579891,10.1188,5427,4.51461,0.890109,891.1240042
2,3.0197807,3.5896763,12016.74839,17.9176077,11.029,7128,4.23768,1.58815,1813.950516
2,14.4204896,5.1737619,1061.49915,4.7909139,8.39816,6383,4.24518,1.41048,942.9968937
1,1.0697621,1.356,376,1.60037,9.0739,4946,4.53834,0.8,1590
1,3.0726434,2.2602485,10471.49497,19.9197757,8.51017,7164,4.25661,1.55831,1793.79634
0,0.6763235,4.916459,30.1617977,1.700035,6.76754,8475,3.82228,2.9486499,3663.541941
1,2.8997405,1.849,13760,10.0433,10.7164,5224,4.55801,0.82,1015
2,0.8533534,1.2018737,25080.32907,12.600718,14.7109,3658,4.438,0.608076,1026.213105
1,6.9561134,3.3628003,15989.2311,12.090823,11.2287,5387,4.46259,0.940037,872.4987884
2,2.8879675,3.6626399,23489.33141,,10.5998,5780,4.438,,1279.910501
1,13.001789,4.4847322,1339.583766,3.84805,10.1308,5914,4.46,1.00826,786.6834253
0,2.7556532,3.3967282,2854.458929,6.4145519,10.9243,4993,4.66918,0.696945,967.6926252
2,4.8962484,2.362418,1186.028993,3.5246468,10.5152,4528.99,4.48318,0.799965,796.4215716
2,1.0318213,1.599,5577,28.2906,9.25755,5810.6,4.13,1.49,2668
0,0.78999,1.153,5750,1.99,9.76952,5558,4.43,1.1,2398
0,12.80758,3.596,27112.7,11.4222,10.0526,5094.4,,0.63,643
0,11.35626,6.047,2190,12.9372,10.8475,6314,3.87,2.14,1731
0,0.6412558,1.1161082,1029.534833,4.841202,11.6459,5854.65,4.1262,1.47292,2573.956947
1,2.3109689,3.4303821,6829.42365,17.30428,9.77486,6371,3.94807,1.95411,2068.197749
1,7.4341456,2.424,701,1.97737,8.3879,5064,4.57887,0.78,733
1,2.650232,2.03,6449,15.9327,7.79824,7400,4.11,1.94,1720
2,6.1095756,2.441,510,2.19963,9.4653,5587,4.51,0.91,916
2,12.4379715,1.7137815,123693.2602,24.6478297,12.4647,3275,4.75761,0.476997,348.5191947
2,29.871853,4.6960535,712.5668187,2.4078494,8.0621,5393.86,4.67802,0.735511,474.9939578
2,0.6858178,1.3936363,148.2277582,0.9996714,9.9802,5142,4.54622,0.82354,1707.73669
2,0.8675883,1.3814953,321.4840933,1.4302423,11.0906,5011.22,4.6136,0.74524,1474.809512
1,18.840891,5.765,331,2.00342,8.69378,6093,4.32207,1.22,868
1,5.1396666,0.8991981,769.5996824,2.259057,10.3237,5374,5.96065,0.815924,883.3765229
1,9.4280902,1.377,799,2.49195,10.3237,5374,5.96065,0.82,623
1,27.6438617,5.321,560,3.68027,9.98671,5873,4.043,1.62,801
1,6.267832,2.789,321,1.99779,5.1054,5950,4.438,1.15,1052
2,15.5174519,5.322,434,2.43592,9.80972,5780,4.438,1.34,1056
2,4.6274206,4.6582573,152.4142924,1.43332,9.80972,5780,4.438,1.34,1239.488665
2,22.092974,5.813,435,2.33525,9.48477,5885,4.27782,1.24,790
1,0.4090681,0.6165726,1281.229467,1.1833779,12.4934,3328,4.91612,0.308799,967.4422529
1,23.5407467,4.025,956,2.11441,9.9377,5236,4.63898,0.75,564
1,0.4702719,1.3258819,209.49313,1.4344026,10.1522,5466,4.48625,0.92499,2147.7419
2,9.8130697,3.91,630,2.67352,10.6074,6240,4.46607,1.06,1013
2,4.7842093,2.947,390,2.14401,10.6074,6240,4.46607,1.06,1267
2,6.3170657,2.4466954,688.3375977,2.4720516,10.7502,5180,4.54308,0.83031,822.8089031
2,4.5057387,1.885675,428.7456455,1.7133121,10.7502,5180,4.54308,0.83031,920.906304
0,1.2273079,4.8114753,66.4147779,3.6075647,8.1033,6906,4.438,4.12041,2575.410049
1,8.0970819,3.127852,4723.072438,2.6354043,13.1717,3391,4.84373,0.381586,388.1291894
0,,3.417725,2167.320737,3.492429,10.745,5780,4.64751,0.604385,272.9870031
2,2.3691849,1.6840374,699.3113402,1.614201,10.745,5780,4.64751,0.604385,1160.049209
2,5.13002,4.78,3376,8.86428,11.6789,5430.7,4.4,1.58,1501
1,2.0439268,1.008937,465.1929875,1.0924808,10.0306,3407,4.7606,0.473603,660.3898166
1,16.5379864,2.796,608,2.51948,8.9989,5781,4.43068,1.03,751
1,11.0619937,1.7587777,3249.116433,1.6184944,12.295,3248,4.95407,0.275364,304.152939
1,6.5886877,1.678,852,2.12746,10.1426,4920,4.64,0.71,646
1,4.3135263,1.874,274,1.17405,10.1426,4920,4.64,0.71,963
2,2.6794168,2.988801,13578.34479,13.6925582,11.1612,6075,4.38,1.14394,1444.134709
2,3.6231364,2.385,17749,18.4921,10.1543,6458.8,4.32,1.35,1306
1,18.712253,6.475,6066,10.3984,8.0417,6125,4.29,1.27,1008
2,6.3768174,2.752,2760,,7.1145,6393,,,1469
1,2.7759678,3.074,13613,15.4018,10.374,6140,4.32,1.24,1761
0,9.155934,3.1412022,908.2412562,2.4949092,10.1583,5219,4.55718,0.82204,727.3657867
0,6.30556,2.946,860,,10.7124,,,,
0,6.8424983,3.3079378,8029.880305,16.4578474,9.9176,5766,4.438,1.1282001,977.1959895
2,3.5686777,2.5811179,20121.18547,20.2503751,11.3805,6046,4.26929,1.28529,1387.922385
1,2.1779407,2.098,110,1.28228,5.8961,5801.89,4.25132,1.26,1462
1,2.8791023,2.7497683,11426.61701,12.0920506,12.0401,5583,4.33946,1.1145999,1308.697887
2,11.3125266,2.5943007,861.7265878,2.686447,10.8597,5290,4.53286,0.854841,698.0518398
1,1.4200248,1.431,23730,12.5242,11.8478,4910,4.57248,0.77,1231
2,1.8718991,1.475,920,2.40733,11.0278,4201,4.5079,0.75,1001
1,5.9711357,1.5478671,1437.108603,1.8721145,10.5977,3834,4.74552,0.490737,525.9795517
1,15.5324385,1.7640717,2937.495321,2.013576,10.8858,3382,4.85532,0.369306,308.4743596
1,1.880531,1.1911684,1214.006659,1.4548629,10.8858,3382,4.85532,0.369306,623.5511988
1,3.0929386,0.8776502,254.2319025,1.2815317,4.6278,4884.29,4.59034,0.750598,950.5390679
1,6.7650398,1.421,269,1.39215,4.6278,4884.29,4.59034,0.75,789
0,3.4231002,2.4377583,8643.101646,35.4084057,11.8999,5620.9,3.6,2.6126101,1900.958795
1,2.5272822,1.265861,1847.487224,2.2007181,11.4752,3624,4.74607,0.49012,661.896336
1,20.7724316,5.508,1415,3.91576,8.5725,5625.56,4.46798,0.97,1060
1,52.5637056,6.5,1193,3.28372,8.5725,5625.56,4.46798,0.97,542
1,6.3634106,2.692302,2368.695203,4.4784698,10.5508,5103,4.50257,0.859483,826.0146095
1,5.2544884,2.898,567,2.1916,8.297,5958,4.48217,0.99,1144
0,5.222621,4.693629,15867.99202,3.7216015,14.1431,3453,4.95337,0.275946,329.6508495
2,8.4953513,0.9060555,718.4869448,5.2961699,8.77994,10012,4.29876,1.88016,1813.345207
1,1.2174936,2.57,6969,12.9438,10.2242,6596.04,4.2467,1.46,2361
1,2.7324809,2.2139341,9548.280601,18.2785375,10.6496,6695,4.17494,1.61271,1809.041438
1,10.1802014,4.613,11500,12.3422,10.2042,5623,4.4,1.04,1119
0,16.6828999,1.804,2054,17.1854,10.364,6423,3.74,2.63,550
1,4.86709,3.103,4210,7.42915,11.7835,5814.3,4.34,1.15,1272
0,3.354053,1.8984151,6389.17128,,8.7514,8181,,,2652.263542
0,2.1853174,1.656,1168,14.8742,10.3209,8332,3.54,4.02,1952
2,5.7121916,4.775,7555,15.4584,10.0687,6720,4.09,1.79,1570
0,5.0037857,4.154,1950,6.77338,10.4935,6109,4.42,1.09,2028
0,1.1623941,1.266,1099,8.21669,10.2108,5843.7,3.82,2.23,1723
0,2.9551881,1.361,230,5.60201,8.8052,5054,,6.17,989
0,0.2666485,1.075,230,1.30468,9.9592,4154,4.53,0.71,2072
0,23.28798,3.462,120,14.6492,5.28906,5047,,8.95,507
0,0.4721054,1.6995515,45.2185132,1.3988866,8.07023,7269,4.08,1.93752,3774.000953
0,6.98301,3.472,270,13.6402,8.2285,5118,,8.4,973
2,3.3399432,4.2534704,9074.078783,,10.8727,5095.6,,,1219.351912
2,3.9943,4.876,550,11.9767,8.39511,4939,,5.11,1456
2,4.4902667,2.758,2513,5.56985,10.3996,5899,4.29,1.23,1180
0,0.86673,1.089,662.925,3.54647,9.76119,5904,4.31,1.25,1739
1,5.147905,5.405,3710,18.0411,9.7116,6064,3.57,2.9,1760
1,5.0267996,2.754044,6358.00607,12.9814741,10.3002,6434,4.21,1.4782799,1378.396782
0,2.6277641,2.997,490,,8.706101,3294,,,1687
0,10.82661,6.877,5890,11.5303,10.0478,5113,4.71,0.68,1463
0,0.8165295,2.294,468,4.12435,9.95717,8911,4.26,1.85,5356
0,1.4014167,3.661,2730,11.8932,9.6788,8014,4.32,1.6,4713
0,4.95898,1.831,230.232,,7.8165,3295,,,528
1,5.8574075,5.8548029,6489.730235,13.8892762,10.9031,5982.9,4.03,1.67987,1335.11434
0,1.4147363,2.429,990,,10.1871,4980,,,1667
0,1.077774,2.682,2680,10.1773,10.4089,7274,4.25,1.58,4387
0,2.7536237,2.39,1460,11.1685,10.4824,5647,3.68,2.41,2565
0,1.6534102,3.102,600,6.07704,10.2347,6928,4.29,1.46,4329
0,1.2456423,1.354,691,3.80598,9.98645,6194,4.16,1.5,1695
0,3.4272549,5.9083927,569.4677099,7.7503736,9.27116,6338,3.9,2.0707099,1836.88767
0,10.9115374,3.269,1039,18.4382,9.8115,9195,3.75,3.37,3198
0,0.46741,1.25,1592.12,7.77804,8.41718,7960.5,4.23,1.77,5361
0,2.1575124,2.236,550,11.8527,10.471,8326,3.58,3.87,2244
0,1.577609,1.646,1055,9.73924,9.42218,7856,3.78,2.91,2058
0,1.59782,1.49,1713.69,3.59995,11.0264,5037.6,4.72,0.79,1548
0,1.23852,3.138,440,7.11712,10.1975,6524,3.5,3.4,2736
0,1.1025238,2.321,2919,15.8737,10.381,9218,4.21,2,5314
0,1.597226,5.3721722,3834.126062,,10.262,,,,1559.26512
0,1.76589,3.807,730,4.06597,10.2866,6221,4.13,1.55,2509
0,1.36991,4.156,1170,11.8886,7.5586,7339.8,3.56,3.64,3254
0,3.66505,2.346,910,7.19016,10.4433,6370,3.81,2.32,1352
1,2.0560153,2.773,17453,17.2767,10.377,6485,4.37,1.24,1839
0,2.25505,3.034,658,,9.599,,,,
1,1.902606,2.3653693,8984.989727,19.576504,8.75127,9918,4.32,1.82241,2917.526091
0,1.0960111,3.167,2150,9.05714,10.1914,6083,,1.58,
0,7.00776,2.68,3666.99,8.1288,11.3569,6347,4.23,1.22,1161
0,6.1461734,5.386,1034,6.96236,9.68805,6153,4.15,1.5,2649
0,4.1812866,4.394,4280,15.448,9.78876,6146,3.78,2.31,1585
0,2.9798592,2.737,580,4.92227,9.39575,9024,4.24,1.89,2704
0,6.72694,2.649,1070,5.19273,10.3197,6745,4.23,1.53,1123
0,10.9554897,6.772,370,22.7316,9.1325,8522,,6.79,3316
0,0.6171788,1.433,519,7.26341,10.3202,9603,3.83,3.14,3260
0,1.5309799,1.37,654,6.01061,9.693811,6298,3.77,2.38,1613
2,5.0625809,3.69,2884,15.2343,9.6968,7664,3.81,2.76,1757
2,9.9385448,3.933,8500,,9.716,,,,
0,0.8229,2.068,2660,,10.4049,8078,3.8,,4343
2,7.6316384,2.054,4580,12.4425,11.7349,6338.3,4.16,1.49,
0,0.50261,1.127,1120,6.28067,9.9475,6941,,1.67,
2,0.5175204,1.0433667,1347.965557,,8.3593,5095.6,,,2270.211284
2,8.905407,2.71,6702,12.3602,10.1786,6659,4.29,1.41,1092
2,3.6458046,1.828,1168,2.93272,10.1128,5053,4.48,0.88,1011
2,8.0637954,0.804,2301,9.29431,10.1128,5053,4.48,0.88,628
0,1.41853,2.728,560,3.93221,9.867621,6329,4.08,1.68,2481
0,6.5344463,2.774,3240,15.3823,10.4397,7715.3,3.96,2.67,1559
0,2.013653,2.1214907,822.8974252,9.0269074,10.3654,10310,4.01,2.67713,3580.920225
2,6.4902646,2.545,1080,3.24146,10.473,5999,4.52,0.96,990
2,6.54692,4.589,2400,5.62882,9.8931,6034,4.39,1.12,1306
0,2.590266,4.378,700,9.54526,10.4116,5855,3.45,3.22,2985
0,6.74657,1.803,2970,16.2785,10.0704,5910.7,3.59,2.57,833
0,5.2273176,3.572,2856,,10.4234,3593,,,584
0,3.7983639,1.594,3194,13.7263,9.7436,9500,,2.36,
0,8.2916,3.361,470,6.71582,8.40348,5119,,3.1,900
0,5.13664,4.45,930,7.04152,10.06,9238,4.08,2.32,2355
2,1.2918334,1.429,1224,,10.4143,4630.4,,,
0,1.5166573,1.607,1590,7.73846,9.83204,6905.3,4.03,2,1954
2,1.13345,1.894,490,3.03424,9.87731,6223,4.23,1.4,2159
0,0.71933,1.474,478.823,3.45648,10.3973,5758,4.21,1.44,2210
0,12.6017,4.835,800,3.34292,8.7282,5861.6,4.3,1.21,949
0,2.5798051,3.413,5740,25.2815,10.3959,6116.5,4.18,1.49,2619
2,5.4499753,4.319,973,5.28759,9.0284,6220.5,3.99,1.79,1499
0,1.6256942,1.988,1720,32.1007,10.2936,6628,3.43,3.96,3151
2,1.67546,1.202,1250,6.44889,9.967,6745.5,4.09,1.78,1506
0,7.57193,2.656,420,10.2119,8.19,9146,3.45,4.72,1479
2,5.9382163,2.244,6171,18.5099,10.3478,6775.5,3.97,2.09,1364
1,9.4341589,2.8505348,4001.924935,6.3734064,11.0579,5450.4,4.48,0.938168,799.4458445
0,2.09989,0.908,27336.4,10.1564,10.1688,6025.3,4.46,1.04,1263
0,1.44127,2.605,2750,9.20279,9.79455,8009,4.29,1.65,3409
0,1.08697,1.967,860,4.98445,10.4925,5751,4,1.69,2042
0,0.68601,1.614,910,,10.485,,,,
2,3.4648951,1.046,1339,9.72728,10.3978,8455.3,3.95,2.54,1225
0,14.152,3.599,3800,10.6751,10.294,5823.9,4.6,1.28,1148
2,0.2580006,0.5351356,812.7310325,6.2776081,10.1942,9035,4.16,2.08687,5634.05944
0,2.27456,3.32,1020,13.266,10.2948,6777,3.55,3.35,3374
0,0.98999,2.05,420,3.95137,9.10226,6208,3.99,1.84,2612
2,1098.225859,6.121,4496,5.13949,9.4397,4582,4.55,0.74,93
